masv,mamh,diem
C0216,CSD2,8.5
C0216,CTDL,9.0
C0216,KTLT,7.5
C0216,LQL1,6.5
C0216,LQL2,7.5
C0216,NMLT,10.0
C0216,TOA1,10.0
C0216,TOA2,10.0
C0216,TTNT,8.0
C0217,CSD1,8.5
C0217,CSD2,7.0
C0217,CTDL,4.0
C0217,KTLT,10.0
C0217,LQL1,8.0
C0217,LQL2,5.0
C0217,NMLT,8.0
C0217,TOA1,5.5
C0217,TOA2,9.0
C0217,TTNT,7.5
C0218,CSD1,4.5
C0218,CSD2,7.0
C0218,CTDL,7.0
C0218,KTLT,9.0
C0218,LQL1,4.0
C0218,LQL2,8.0
C0218,NMLT,6.0
C0218,TOA1,6.0
C0218,TOA2,7.0
C0218,TTNT,6.0
C0219,CSD1,5.0
C0219,CSD2,6.5
C0219,CTDL,7.5
C0219,KTLT,8.5
C0219,LQL1,5.0
C0219,LQL2,6.0
C0219,NMLT,7.0
C0219,TOA1,5.5
C0219,TOA2,7.0
C0219,TTNT,5.5
C0220,CSD1,7.0
C0220,CSD2,6.0
C0220,CTDL,6.5
C0220,KTLT,10.0
C0220,LQL1,10.0
C0220,LQL2,8.5
C0220,NMLT,5.0
C0220,TOA1,7.0
C0220,TOA2,5.5
C0220,TTNT,7.5
C0221,CSD1,7.0
C0221,CSD2,6.0
C0221,CTDL,7.0
C0221,KTLT,5.0
C0221,LQL1,5.5
C0221,LQL2,9.5
C0221,NMLT,9.0
C0221,TOA1,7.0
C0221,TOA2,9.0
C0221,TTNT,8.0
C0222,CSD1,9.0
C0222,CSD2,10.0
C0222,CTDL,6.0
C0222,KTLT,7.5
C0222,LQL1,7.0
C0222,LQL2,10.0
C0222,NMLT,10.0
C0222,TOA1,6.0
C0222,TOA2,6.5
C0222,TTNT,7.0
C0223,CSD1,8.5
C0223,CSD2,7.0
C0223,CTDL,4.0
C0223,KTLT,5.0
C0223,LQL1,10.0
C0223,LQL2,9.5
C0223,NMLT,6.5
C0223,TOA1,10.0
C0223,TOA2,8.5
C0223,TTNT,9.5
C0224,CSD1,7.0
C0224,CSD2,9.0
C0224,CTDL,6.5
C0224,KTLT,6.0
C0224,LQL1,4.0
C0224,LQL2,6.5
C0224,NMLT,6.0
C0224,TOA1,8.5
C0224,TOA2,9.0
C0224,TTNT,9.5
C0225,CSD1,10.0
C0225,CSD2,7.0
C0225,CTDL,7.5
C0225,KTLT,7.0
C0225,LQL1,6.0
C0225,LQL2,5.5
C0225,NMLT,4.0
C0225,TOA1,5.5
C0225,TOA2,6.0
C0225,TTNT,10.0
C0226,CSD1,8.0
C0226,CSD2,9.0
C0226,CTDL,7.0
C0226,KTLT,6.5
C0226,LQL1,9.5
C0226,LQL2,4.0
C0226,NMLT,7.5
C0226,TOA1,8.5
C0226,TOA2,10.0
C0226,TTNT,6.0
C0227,CSD1,6.5
C0227,CSD2,8.5
C0227,CTDL,9.0
C0227,KTLT,6.0
C0227,LQL1,5.5
C0227,LQL2,10.0
C0227,NMLT,6.0
C0227,TOA1,10.0
C0227,TOA2,8.5
C0227,TTNT,6.0
C0228,CSD1,5.5
C0228,CSD2,8.5
C0228,CTDL,5.0
C0228,KTLT,4.0
C0228,LQL1,5.0
C0228,LQL2,5.5
C0228,NMLT,9.0
C0228,TOA1,7.0
C0228,TOA2,9.5
C0228,TTNT,9.0
C0229,CSD1,4.0
C0229,CSD2,7.0
C0229,CTDL,6.5
C0229,KTLT,4.0
C0229,LQL1,9.5
C0229,LQL2,10.0
C0229,NMLT,10.0
C0229,TOA1,8.5
C0229,TOA2,5.0
C0229,TTNT,5.5
C0230,CSD1,5.0
C0230,CSD2,5.5
C0230,CTDL,9.0
C0230,KTLT,7.5
C0230,LQL1,5.0
C0230,LQL2,8.0
C0230,NMLT,4.5
C0230,TOA1,8.0
C0230,TOA2,5.5
C0230,TTNT,9.5
C0231,CSD1,4.0
C0231,CSD2,4.0
C0231,CTDL,9.0
C0231,KTLT,7.5
C0231,LQL1,8.5
C0231,LQL2,9.5
C0231,NMLT,6.5
C0231,TOA1,8.0
C0231,TOA2,6.5
C0231,TTNT,5.0
C0232,CSD1,9.0
C0232,CSD2,6.0
C0232,CTDL,6.0
C0232,KTLT,4.0
C0232,LQL1,9.0
C0232,LQL2,4.0
C0232,NMLT,5.0
C0232,TOA1,5.5
C0232,TOA2,4.5
C0232,TTNT,7.0
C0233,CSD1,4.5
C0233,CSD2,10.0
C0233,CTDL,7.5
C0233,KTLT,7.0
C0233,LQL1,6.5
C0233,LQL2,8.0
C0233,NMLT,5.0
C0233,TOA1,9.0
C0233,TOA2,7.0
C0233,TTNT,5.5
C0234,CSD1,5.0
C0234,CSD2,7.5
C0234,CTDL,6.0
C0234,KTLT,6.0
C0234,LQL1,9.0
C0234,LQL2,8.0
C0234,NMLT,7.5
C0234,TOA1,6.0
C0234,TOA2,8.5
C0234,TTNT,8.5
C0235,CSD1,7.0
C0235,CSD2,7.0
C0235,CTDL,7.5
C0235,KTLT,6.0
C0235,LQL1,7.0
C0235,LQL2,9.0
C0235,NMLT,9.5
C0235,TOA1,6.5
C0235,TOA2,6.5
C0235,TTNT,5.5
C0236,CSD1,6.5
C0236,CSD2,9.5
C0236,CTDL,5.0
C0236,KTLT,8.0
C0236,LQL1,7.0
C0236,LQL2,7.5
C0236,NMLT,6.0
C0236,TOA1,9.0
C0236,TOA2,5.5
C0236,TTNT,8.0
C0237,CSD1,7.0
C0237,CSD2,6.5
C0237,CTDL,6.5
C0237,KTLT,7.0
C0237,LQL1,9.0
C0237,LQL2,7.0
C0237,NMLT,5.5
C0237,TOA1,7.5
C0237,TOA2,6.0
C0237,TTNT,9.0
C0238,CSD1,9.0
C0238,CSD2,4.5
C0238,CTDL,7.0
C0238,KTLT,8.5
C0238,LQL1,10.0
C0238,LQL2,5.5
C0238,NMLT,7.0
C0238,TOA1,5.0
C0238,TOA2,7.0
C0238,TTNT,5.5
C0239,CSD1,6.0
C0239,CSD2,5.5
C0239,CTDL,9.0
C0239,KTLT,4.0
C0239,LQL1,9.0
C0239,LQL2,7.5
C0239,NMLT,8.5
C0239,TOA1,8.0
C0239,TOA2,5.0
C0239,TTNT,6.0
C0240,CSD1,6.5
C0240,CSD2,10.0
C0240,CTDL,5.0
C0240,KTLT,7.0
C0240,LQL1,7.5
C0240,LQL2,5.0
C0240,NMLT,5.0
C0240,TOA1,7.5
C0240,TOA2,5.0
C0240,TTNT,9.0
C0241,CSD1,7.5
C0241,CSD2,9.0
C0241,CTDL,4.5
C0241,KTLT,7.5
C0241,LQL1,5.0
C0241,LQL2,10.0
C0241,NMLT,7.0
C0241,TOA1,7.0
C0241,TOA2,6.0
C0241,TTNT,6.0
C0242,CSD1,5.5
C0242,CSD2,7.0
C0242,CTDL,6.0
C0242,KTLT,7.5
C0242,LQL1,5.5
C0242,LQL2,7.5
C0242,NMLT,9.0
C0242,TOA1,9.0
C0242,TOA2,8.0
C0242,TTNT,4.0
C0243,CSD1,10.0
C0243,CSD2,10.0
C0243,CTDL,5.0
C0243,KTLT,7.0
C0243,LQL1,4.0
C0243,LQL2,7.0
C0243,NMLT,7.5
C0243,TOA1,5.0
C0243,TOA2,9.5
C0243,TTNT,8.5
C0244,CSD1,6.0
C0244,CSD2,9.5
C0244,CTDL,9.0
C0244,KTLT,7.0
C0244,LQL1,6.0
C0244,LQL2,7.0
C0244,NMLT,7.5
C0244,TOA1,5.0
C0244,TOA2,6.5
C0244,TTNT,8.0
C0245,CSD1,4.0
C0245,CSD2,4.0
C0245,CTDL,5.5
C0245,KTLT,8.5
C0245,LQL1,4.0
C0245,LQL2,4.0
C0245,NMLT,9.5
C0245,TOA1,6.5
C0245,TOA2,4.0
C0245,TTNT,5.5
C0246,CSD1,5.0
C0246,CSD2,5.0
C0246,CTDL,4.0
C0246,KTLT,9.0
C0246,LQL1,4.0
C0246,LQL2,5.0
C0246,NMLT,4.5
C0246,TOA1,9.0
C0246,TOA2,4.5
C0246,TTNT,5.0
C0247,CSD1,4.5
C0247,CSD2,4.0
C0247,CTDL,5.0
C0247,KTLT,5.5
C0247,LQL1,10.0
C0247,LQL2,7.0
C0247,NMLT,5.0
C0247,TOA1,6.5
C0247,TOA2,7.0
C0247,TTNT,8.0
C0248,CSD1,6.0
C0248,CSD2,4.0
C0248,CTDL,5.0
C0248,KTLT,8.0
C0248,LQL1,8.0
C0248,LQL2,10.0
C0248,NMLT,7.0
C0248,TOA1,8.0
C0248,TOA2,7.5
C0248,TTNT,7.0
C0249,CSD1,7.5
C0249,CSD2,8.5
C0249,CTDL,7.5
C0249,KTLT,5.0
C0249,LQL1,7.5
C0249,LQL2,5.0
C0249,NMLT,10.0
C0249,TOA1,10.0
C0249,TOA2,10.0
C0249,TTNT,5.0
C0250,CSD1,6.0
C0250,CSD2,6.5
C0250,CTDL,8.0
C0250,KTLT,5.5
C0250,LQL1,8.5
C0250,LQL2,6.5
C0250,NMLT,8.5
C0250,TOA1,7.5
C0250,TOA2,10.0
C0250,TTNT,9.5
C0251,CSD1,8.5
C0251,CSD2,9.0
C0251,CTDL,9.0
C0251,KTLT,10.0
C0251,LQL1,10.0
C0251,LQL2,10.0
C0251,NMLT,6.5
C0251,TOA1,7.5
C0251,TOA2,8.0
C0251,TTNT,5.0
C0252,CSD1,5.5
C0252,CSD2,9.5
C0252,CTDL,5.0
C0252,KTLT,8.0
C0252,LQL1,4.5
C0252,LQL2,9.0
C0252,NMLT,4.5
C0252,TOA1,6.5
C0252,TOA2,7.0
C0252,TTNT,5.5
C0253,CSD1,9.0
C0253,CSD2,9.5
C0253,CTDL,7.0
C0253,KTLT,4.0
C0253,LQL1,5.5
C0253,LQL2,6.0
C0253,NMLT,5.5
C0253,TOA1,8.0
C0253,TOA2,8.0
C0253,TTNT,6.5
C0254,CSD1,8.5
C0254,CSD2,8.5
C0254,CTDL,5.0
C0254,KTLT,6.5
C0254,LQL1,5.0
C0254,LQL2,10.0
C0254,NMLT,8.0
C0254,TOA1,9.5
C0254,TOA2,4.0
C0254,TTNT,8.0
C0255,CSD1,6.5
C0255,CSD2,9.0
C0255,CTDL,5.0
C0255,KTLT,7.5
C0255,LQL1,5.0
C0255,LQL2,7.5
C0255,NMLT,8.5
C0255,TOA1,6.5
C0255,TOA2,8.0
C0255,TTNT,6.5
C0256,CSD1,7.5
C0256,CSD2,10.0
C0256,CTDL,9.0
C0256,KTLT,5.5
C0256,LQL1,6.5
C0256,LQL2,4.0
C0256,NMLT,9.5
C0256,TOA1,7.0
C0256,TOA2,7.5
C0256,TTNT,6.5
C0257,CSD1,7.5
C0257,CSD2,8.0
C0257,CTDL,8.5
C0257,KTLT,8.0
C0257,LQL1,9.5
C0257,LQL2,9.0
C0257,NMLT,9.0
C0257,TOA1,9.5
C0257,TOA2,5.5
C0257,TTNT,5.0
C0258,CSD1,7.0
C0258,CSD2,8.5
C0258,CTDL,4.0
C0258,KTLT,5.0
C0258,LQL1,7.5
C0258,LQL2,9.5
C0258,NMLT,7.0
C0258,TOA1,6.5
C0258,TOA2,9.5
C0258,TTNT,5.5
C0259,CSD1,9.0
C0259,CSD2,4.0
C0259,CTDL,6.5
C0259,KTLT,4.0
C0259,LQL1,8.0
C0259,LQL2,7.0
C0259,NMLT,4.0
C0259,TOA1,9.0
C0259,TOA2,6.5
C0259,TTNT,6.0
C0260,CSD1,7.5
C0260,CSD2,8.0
C0260,CTDL,4.5
C0260,KTLT,7.0
C0260,LQL1,7.5
C0260,LQL2,9.5
C0260,NMLT,8.5
C0260,TOA1,4.0
C0260,TOA2,9.0
C0260,TTNT,10.0
C0261,CSD1,8.0
C0261,CSD2,5.0
C0261,CTDL,8.0
C0261,KTLT,7.5
C0261,LQL1,9.0
C0261,LQL2,8.5
C0261,NMLT,9.5
C0261,TOA1,9.5
C0261,TOA2,10.0
C0261,TTNT,8.0
C0262,CSD1,6.0
C0262,CSD2,6.5
C0262,CTDL,6.0
C0262,KTLT,7.0
C0262,LQL1,10.0
C0262,LQL2,7.0
C0262,NMLT,5.0
C0262,TOA1,5.0
C0262,TOA2,4.0
C0262,TTNT,7.0
C0263,CSD1,5.0
C0263,CSD2,4.5
C0263,CTDL,8.0
C0263,KTLT,4.5
C0263,LQL1,5.5
C0263,LQL2,6.0
C0263,NMLT,5.0
C0263,TOA1,5.5
C0263,TOA2,9.0
C0263,TTNT,7.5
C0264,CSD1,6.0
C0264,CSD2,7.5
C0264,CTDL,9.5
C0264,KTLT,5.0
C0264,LQL1,8.0
C0264,LQL2,10.0
C0264,NMLT,8.0
C0264,TOA1,6.5
C0264,TOA2,5.5
C0264,TTNT,5.5
C0265,CSD1,7.0
C0265,CSD2,6.5
C0265,CTDL,5.0
C0265,KTLT,5.0
C0265,LQL1,5.0
C0265,LQL2,5.0
C0265,NMLT,5.5
C0265,TOA1,6.0
C0265,TOA2,8.0
C0265,TTNT,7.5
C0266,CSD1,9.0
C0266,CSD2,6.0
C0266,CTDL,5.0
C0266,KTLT,10.0
C0266,LQL1,7.5
C0266,LQL2,9.0
C0266,NMLT,8.0
C0266,TOA1,5.5
C0266,TOA2,5.5
C0266,TTNT,8.0
C0267,CSD1,9.0
C0267,CSD2,8.0
C0267,CTDL,9.5
C0267,KTLT,6.0
C0267,LQL1,6.5
C0267,LQL2,9.0
C0267,NMLT,7.0
C0267,TOA1,10.0
C0267,TOA2,10.0
C0267,TTNT,5.5
C0268,CSD1,8.0
C0268,CSD2,8.5
C0268,CTDL,10.0
C0268,KTLT,9.5
C0268,LQL1,5.5
C0268,LQL2,4.5
C0268,NMLT,4.5
C0268,TOA1,10.0
C0268,TOA2,9.0
C0268,TTNT,10.0
C0269,CSD1,4.5
C0269,CSD2,7.5
C0269,CTDL,9.0
C0269,KTLT,5.0
C0269,LQL1,6.0
C0269,LQL2,6.5
C0269,NMLT,4.0
C0269,TOA1,6.0
C0269,TOA2,10.0
C0269,TTNT,8.5
C0270,CSD1,9.5
C0270,CSD2,9.5
C0270,CTDL,9.0
C0270,KTLT,7.0
C0270,LQL1,9.5
C0270,LQL2,5.5
C0270,NMLT,4.5
C0270,TOA1,9.5
C0270,TOA2,4.0
C0270,TTNT,6.5
C0271,CSD1,6.5
C0271,CSD2,5.0
C0271,CTDL,8.0
C0271,KTLT,7.0
C0271,LQL1,10.0
C0271,LQL2,9.0
C0271,NMLT,7.0
C0271,TOA1,9.0
C0271,TOA2,9.0
C0271,TTNT,7.5
C0272,CSD1,8.5
C0272,CSD2,7.0
C0272,CTDL,6.0
C0272,KTLT,10.0
C0272,LQL1,10.0
C0272,LQL2,8.0
C0272,NMLT,10.0
C0272,TOA1,7.0
C0272,TOA2,10.0
C0272,TTNT,5.5
C0273,CSD1,5.5
C0273,CSD2,8.0
C0273,CTDL,5.5
C0273,KTLT,9.0
C0273,LQL1,5.0
C0273,LQL2,6.0
C0273,NMLT,8.0
C0273,TOA1,8.0
C0273,TOA2,10.0
C0273,TTNT,10.0
C0274,CSD1,6.5
C0274,CSD2,5.0
C0274,CTDL,8.5
C0274,KTLT,4.5
C0274,LQL1,10.0
C0274,LQL2,8.0
C0274,NMLT,7.0
C0274,TOA1,8.5
C0274,TOA2,5.0
C0274,TTNT,10.0
C0275,CSD1,7.5
C0275,CSD2,4.0
C0275,CTDL,6.0
C0275,KTLT,8.5
C0275,LQL1,6.0
C0275,LQL2,6.5
C0275,NMLT,7.0
C0275,TOA1,6.5
C0275,TOA2,9.0
C0275,TTNT,9.5
C0276,CSD1,10.0
C0276,CSD2,4.0
C0276,CTDL,8.0
C0276,KTLT,5.5
C0276,LQL1,9.0
C0276,LQL2,8.0
C0276,NMLT,7.5
C0276,TOA1,8.5
C0276,TOA2,5.0
C0276,TTNT,6.0
C0277,CSD1,8.5
C0277,CSD2,4.5
C0277,CTDL,8.0
C0277,KTLT,8.5
C0277,LQL1,9.0
C0277,LQL2,6.0
C0277,NMLT,7.5
C0277,TOA1,9.0
C0277,TOA2,9.0
C0277,TTNT,9.5
C0278,CSD1,8.5
C0278,CSD2,8.0
C0278,CTDL,8.5
C0278,KTLT,5.0
C0278,LQL1,6.0
C0278,LQL2,9.5
C0278,NMLT,6.0
C0278,TOA1,10.0
C0278,TOA2,6.0
C0278,TTNT,7.0
C0279,CSD1,5.5
C0279,CSD2,6.0
C0279,CTDL,8.5
C0279,KTLT,7.0
C0279,LQL1,6.0
C0279,LQL2,4.5
C0279,NMLT,9.0
C0279,TOA1,8.5
C0279,TOA2,9.0
C0279,TTNT,9.0
C0280,CSD1,6.5
C0280,CSD2,8.5
C0280,CTDL,7.0
C0280,KTLT,9.5
C0280,LQL1,7.0
C0280,LQL2,4.5
C0280,NMLT,7.5
C0280,TOA1,5.5
C0280,TOA2,5.5
C0280,TTNT,8.0
C0281,CSD1,7.0
C0281,CSD2,8.0
C0281,CTDL,6.0
C0281,KTLT,8.5
C0281,LQL1,10.0
C0281,LQL2,9.5
C0281,NMLT,7.5
C0281,TOA1,5.5
C0281,TOA2,5.0
C0281,TTNT,6.5
C0282,CSD1,10.0
C0282,CSD2,6.5
C0282,CTDL,10.0
C0282,KTLT,6.5
C0282,LQL1,8.5
C0282,LQL2,10.0
C0282,NMLT,4.0
C0282,TOA1,5.5
C0282,TOA2,4.5
C0282,TTNT,6.5
C0283,CSD1,5.5
C0283,CSD2,5.5
C0283,CTDL,7.0
C0283,KTLT,9.0
C0283,LQL1,7.5
C0283,LQL2,8.0
C0283,NMLT,6.0
C0283,TOA1,8.5
C0283,TOA2,5.0
C0283,TTNT,8.0
C0284,CSD1,9.0
C0284,CSD2,8.5
C0284,CTDL,4.5
C0284,KTLT,8.5
C0284,LQL1,7.5
C0284,LQL2,8.5
C0284,NMLT,4.0
C0284,TOA1,8.0
C0284,TOA2,4.0
C0284,TTNT,9.0
C0285,CSD1,7.0
C0285,CSD2,10.0
C0285,CTDL,5.5
C0285,KTLT,8.0
C0285,LQL1,4.0
C0285,LQL2,5.0
C0285,NMLT,5.5
C0285,TOA1,5.0
C0285,TOA2,5.5
C0285,TTNT,10.0
C0286,CSD1,9.0
C0286,CSD2,5.0
C0286,CTDL,8.5
C0286,KTLT,9.0
C0286,LQL1,4.5
C0286,LQL2,5.0
C0286,NMLT,7.5
C0286,TOA1,8.0
C0286,TOA2,6.5
C0286,TTNT,4.0
C0287,CSD1,4.5
C0287,CSD2,7.5
C0287,CTDL,6.0
C0287,KTLT,5.5
C0287,LQL1,10.0
C0287,LQL2,6.0
C0287,NMLT,8.5
C0287,TOA1,7.5
C0287,TOA2,5.5
C0287,TTNT,4.5
C0288,CSD1,7.0
C0288,CSD2,8.0
C0288,CTDL,8.5
C0288,KTLT,7.0
C0288,LQL1,6.5
C0288,LQL2,6.0
C0288,NMLT,7.0
C0288,TOA1,7.5
C0288,TOA2,8.0
C0288,TTNT,9.5
C0289,CSD1,6.0
C0289,CSD2,7.5
C0289,CTDL,5.0
C0289,KTLT,8.0
C0289,LQL1,5.0
C0289,LQL2,7.0
C0289,NMLT,8.5
C0289,TOA1,7.0
C0289,TOA2,10.0
C0289,TTNT,6.0
C0290,CSD1,7.5
C0290,CSD2,6.0
C0290,CTDL,7.0
C0290,KTLT,8.0
C0290,LQL1,7.0
C0290,LQL2,4.5
C0290,NMLT,6.0
C0290,TOA1,5.5
C0290,TOA2,4.0
C0290,TTNT,4.0
C0291,CSD1,7.5
C0291,CSD2,7.5
C0291,CTDL,10.0
C0291,KTLT,6.5
C0291,LQL1,6.0
C0291,LQL2,9.0
C0291,NMLT,7.5
C0291,TOA1,8.5
C0291,TOA2,4.0
C0291,TTNT,8.0
C0292,CSD1,6.0
C0292,CSD2,4.0
C0292,CTDL,10.0
C0292,KTLT,7.0
C0292,LQL1,8.0
C0292,LQL2,4.0
C0292,NMLT,9.5
C0292,TOA1,8.5
C0292,TOA2,6.0
C0292,TTNT,5.5
C0293,CSD1,9.0
C0293,CSD2,10.0
C0293,CTDL,9.0
C0293,KTLT,8.0
C0293,LQL1,6.0
C0293,LQL2,9.0
C0293,NMLT,8.5
C0293,TOA1,7.0
C0293,TOA2,7.5
C0293,TTNT,9.0
C0294,CSD1,7.5
C0294,CSD2,8.0
C0294,CTDL,8.0
C0294,KTLT,8.5
C0294,LQL1,6.5
C0294,LQL2,7.0
C0294,NMLT,9.0
C0294,TOA1,9.5
C0294,TOA2,6.5
C0294,TTNT,10.0
C0295,CSD1,6.0
C0295,CSD2,8.5
C0295,CTDL,9.5
C0295,KTLT,7.0
C0295,LQL1,6.5
C0295,LQL2,9.0
C0295,NMLT,9.0
C0295,TOA1,8.0
C0295,TOA2,6.5
C0295,TTNT,6.0
C0296,CSD1,7.5
C0296,CSD2,8.5
C0296,CTDL,7.5
C0296,KTLT,8.0
C0296,LQL1,7.5
C0296,LQL2,7.5
C0296,NMLT,7.0
C0296,TOA1,4.5
C0296,TOA2,8.0
C0296,TTNT,5.0
C0297,CSD1,9.0
C0297,CSD2,6.5
C0297,CTDL,9.5
C0297,KTLT,6.5
C0297,LQL1,9.5
C0297,LQL2,9.5
C0297,NMLT,7.0
C0297,TOA1,7.5
C0297,TOA2,6.0
C0297,TTNT,9.5
C0298,CSD1,4.5
C0298,CSD2,8.0
C0298,CTDL,8.0
C0298,KTLT,9.0
C0298,LQL1,4.5
C0298,LQL2,6.0
C0298,NMLT,7.0
C0298,TOA1,6.0
C0298,TOA2,8.5
C0298,TTNT,5.0
C0299,CSD1,5.0
C0299,CSD2,10.0
C0299,CTDL,6.5
C0299,KTLT,5.5
C0299,LQL1,6.5
C0299,LQL2,4.0
C0299,NMLT,6.0
C0299,TOA1,7.5
C0299,TOA2,4.5
C0299,TTNT,5.0
C0300,CSD1,8.0
C0300,CSD2,6.5
C0300,CTDL,9.5
C0300,KTLT,8.0
C0300,LQL1,5.0
C0300,LQL2,7.0
C0300,NMLT,8.5
C0300,TOA1,5.5
C0300,TOA2,8.5
C0300,TTNT,5.0
C0301,CSD1,5.5
C0301,CSD2,7.0
C0301,CTDL,8.0
C0301,KTLT,5.5
C0301,LQL1,9.5
C0301,LQL2,5.0
C0301,NMLT,8.5
C0301,TOA1,4.0
C0301,TOA2,9.0
C0301,TTNT,10.0
C0302,CSD1,8.0
C0302,CSD2,6.0
C0302,CTDL,9.0
C0302,KTLT,7.0
C0302,LQL1,8.0
C0302,LQL2,8.5
C0302,NMLT,5.0
C0302,TOA1,6.0
C0302,TOA2,4.0
C0302,TTNT,5.5
C0303,CSD1,8.5
C0303,CSD2,6.0
C0303,CTDL,9.0
C0303,KTLT,9.5
C0303,LQL1,9.5
C0303,LQL2,9.5
C0303,NMLT,7.5
C0303,TOA1,5.0
C0303,TOA2,8.0
C0303,TTNT,4.0
C0304,CSD1,10.0
C0304,CSD2,5.5
C0304,CTDL,5.0
C0304,KTLT,8.0
C0304,LQL1,9.5
C0304,LQL2,6.5
C0304,NMLT,5.5
C0304,TOA1,8.5
C0304,TOA2,9.0
C0304,TTNT,8.5
C0305,CSD1,5.0
C0305,CSD2,9.5
C0305,CTDL,6.5
C0305,KTLT,9.5
C0305,LQL1,7.0
C0305,LQL2,10.0
C0305,NMLT,8.5
C0305,TOA1,5.0
C0305,TOA2,9.0
C0305,TTNT,9.5
C0306,CSD1,6.5
C0306,CSD2,6.5
C0306,CTDL,6.0
C0306,KTLT,9.5
C0306,LQL1,8.0
C0306,LQL2,8.5
C0306,NMLT,4.5
C0306,TOA1,8.0
C0306,TOA2,5.0
C0306,TTNT,5.5
C0307,CSD1,6.5
C0307,CSD2,10.0
C0307,CTDL,9.0
C0307,KTLT,10.0
C0307,LQL1,8.0
C0307,LQL2,9.0
C0307,NMLT,5.0
C0307,TOA1,9.5
C0307,TOA2,7.5
C0307,TTNT,6.0
C0308,CSD1,8.0
C0308,CSD2,7.0
C0308,CTDL,5.5
C0308,KTLT,7.0
C0308,LQL1,8.0
C0308,LQL2,6.5
C0308,NMLT,6.0
C0308,TOA1,6.0
C0308,TOA2,7.0
C0308,TTNT,9.5
C0309,CSD1,5.0
C0309,CSD2,5.0
C0309,CTDL,7.0
C0309,KTLT,7.0
C0309,LQL1,4.5
C0309,LQL2,5.0
C0309,NMLT,4.0
C0309,TOA1,5.0
C0309,TOA2,10.0
C0309,TTNT,8.5
C0310,CSD1,6.5
C0310,CSD2,9.0
C0310,CTDL,5.0
C0310,KTLT,6.5
C0310,LQL1,7.5
C0310,LQL2,4.5
C0310,NMLT,10.0
C0310,TOA1,10.0
C0310,TOA2,4.0
C0310,TTNT,9.0
C0311,CSD1,5.5
C0311,CSD2,5.0
C0311,CTDL,4.0
C0311,KTLT,5.5
C0311,LQL1,5.0
C0311,LQL2,7.0
C0311,NMLT,10.0
C0311,TOA1,6.5
C0311,TOA2,8.0
C0311,TTNT,8.5
C0312,CSD1,8.0
C0312,CSD2,4.5
C0312,CTDL,8.0
C0312,KTLT,5.5
C0312,LQL1,10.0
C0312,LQL2,5.5
C0312,NMLT,9.5
C0312,TOA1,8.0
C0312,TOA2,9.5
C0312,TTNT,5.0
C0313,CSD1,4.5
C0313,CSD2,6.5
C0313,CTDL,5.0
C0313,KTLT,7.0
C0313,LQL1,9.5
C0313,LQL2,10.0
C0313,NMLT,7.0
C0313,TOA1,7.0
C0313,TOA2,4.5
C0313,TTNT,5.5
C0314,CSD1,9.0
C0314,CSD2,4.0
C0314,CTDL,5.5
C0314,KTLT,8.0
C0314,LQL1,6.0
C0314,LQL2,6.0
C0314,NMLT,7.5
C0314,TOA1,6.5
C0314,TOA2,10.0
C0314,TTNT,4.5
C0315,CSD1,7.0
C0315,CSD2,7.5
C0315,CTDL,10.0
C0315,KTLT,6.0
C0315,LQL1,9.0
C0315,LQL2,10.0
C0315,NMLT,6.0
C0315,TOA1,8.0
C0315,TOA2,7.0
C0315,TTNT,5.0
C0316,CSD1,6.5
C0316,CSD2,6.0
C0316,CTDL,6.5
C0316,KTLT,5.5
C0316,LQL1,8.5
C0316,LQL2,8.5
C0316,NMLT,6.0
C0316,TOA1,9.0
C0316,TOA2,7.0
C0316,TTNT,5.5
C0317,CSD1,10.0
C0317,CSD2,5.5
C0317,CTDL,6.5
C0317,KTLT,10.0
C0317,LQL1,9.5
C0317,LQL2,4.0
C0317,NMLT,5.5
C0317,TOA1,9.5
C0317,TOA2,7.0
C0317,TTNT,8.5
C0318,CSD1,7.5
C0318,CSD2,8.0
C0318,CTDL,8.0
C0318,KTLT,6.0
C0318,LQL1,9.0
C0318,LQL2,9.5
C0318,NMLT,9.5
C0318,TOA1,10.0
C0318,TOA2,8.5
C0318,TTNT,7.5
C0319,CSD1,5.5
C0319,CSD2,8.0
C0319,CTDL,7.5
C0319,KTLT,6.5
C0319,LQL1,8.0
C0319,LQL2,4.5
C0319,NMLT,9.5
C0319,TOA1,10.0
C0319,TOA2,8.5
C0319,TTNT,10.0
C0320,CSD1,9.5
C0320,CSD2,4.5
C0320,CTDL,7.0
C0320,KTLT,8.5
C0320,LQL1,8.0
C0320,LQL2,9.0
C0320,NMLT,10.0
C0320,TOA1,8.0
C0320,TOA2,9.0
C0320,TTNT,8.0
C0321,CSD1,6.5
C0321,CSD2,7.5
C0321,CTDL,5.0
C0321,KTLT,4.5
C0321,LQL1,6.0
C0321,LQL2,7.5
C0321,NMLT,6.0
C0321,TOA1,8.5
C0321,TOA2,6.0
C0321,TTNT,9.5
C0322,CSD1,6.5
C0322,CSD2,5.0
C0322,CTDL,5.0
C0322,KTLT,6.0
C0322,LQL1,7.5
C0322,LQL2,7.0
C0322,NMLT,9.5
C0322,TOA1,7.5
C0322,TOA2,6.0
C0322,TTNT,8.5
C0323,CSD1,7.0
C0323,CSD2,9.0
C0323,CTDL,9.0
C0323,KTLT,9.5
C0323,LQL1,6.0
C0323,LQL2,9.5
C0323,NMLT,9.5
